show_id,type,title,director,cast,country,date_added,release_year,rating,duration,duration_int,duration_type,description
ds1253,movie,the band concert,"wilfred jackson, walt disney",clarence nash,united states,2019-11-12,1935,tv-y7,10 min,10,min,mickey's concert in the park is disrupted by donald and a cyclone. see details for advisory.
ds1254,movie,the bears and i,bernard mceveety,"patrick wayne, chief george, andrew duggan, michael ansara, robert pine, val devargas",united states,2019-11-12,1974,tv-pg,83 min,83,min,a man seeking peace and quiet becomes a father to three mischievous bears. see details for advisory.
ds1255,movie,the big bad wolf,burt gillett,,united states,2019-11-12,1934,tv-y7,9 min,9,min,red riding hood travels to visit her sick grandmother. see details for advisory.
ds1256,movie,the biscuit eater,vincent mceveety,"earl holliman, patricia crowley, lew ayres, godfrey cambridge, beah richards, clifton james",united states,2019-11-12,1972,g,93 min,93,min,two young boys try to transform a misfit hound into a champion bird dog. see details for advisory.
ds1257,movie,the black cauldron,"ted berman, richard rich","grant bardsley, susan sheridan, freddie jones, nigel hawthorne, arthur malet, john byner","united states, united kingdom",2019-11-12,1985,pg,82 min,82,min,a young pig keeper becomes an unlikely hero when he confronts an evil king.
ds1258,movie,the black hole,gary nelson,"maximilian schell, anthony perkins, robert forster, joseph bottoms, yvette mimieux, ernest borgnine",united states,2019-11-12,1979,pg,98 min,98,min,take a spectacular descent into nature's ultimate mystery: the black hole.
ds1259,movie,the blue umbrella,saschka unseld,sarah jaffe,united states,2019-11-12,2013,g,7 min,7,min,two unlikely umbrellas fall eternally in love.
ds1260,tv show,the book of once upon a time,,kate mulvany,,2019-11-12,2014,tv-y,4 seasons,4,seasons,classic disney tales are brought to life in a magical storytelling experience.
ds1261,tv show,the book of pooh,,"jim cummings, paul tiesler, jeff bennett, peter cullen, stephanie d’abruzzo, john fiedler",united states,2019-11-12,2000,tv-y,2 seasons,2,seasons,pooh and friends discover christopher robin’s storybook filled with endearing tales about them!
ds1262,movie,the brave little toaster goes to mars,robert ramirez,"deanna oliver, tim stack, roger kabler, thurl ravenscroft, eric lloyd, farrah fawcett",united states,2019-11-12,1998,tv-g,73 min,73,min,toaster and his friends head for mars to bring the master's baby home.
ds1263,movie,the castaway cowboy,vincent mceveety,"james garner, vera miles, robert culp, eric shea, elizabeth smith, manu tupou",united states,2019-11-12,1974,g,91 min,91,min,a texan castaway helps defend a hawaiian family's land.
ds1264,movie,the cheetah girls,oz scott,"raven , adrienne bailon, kiely williams, sabrina bryan, juan chioran, lori alter","canada, united states",2019-11-12,2003,tv-g,94 min,94,min,the cheetah girls sing and dance their way toward that elusive record deal.
ds1265,movie,the cheetah girls 2,kenny ortega,"raven-symoné , adrienne bailon, sabrina bryan, kiely williams, belinda peregrin, lori alter",united states,2019-11-12,2006,tv-g,98 min,98,min,the cheetahs go to barcelona to perform in a music festival.
ds1266,movie,the cheetah girls: one world,paul hoen,"adrienne bailon, sabrina bryan, kiely williams, roshan seth, michael steger, kunal sharma",united states,2019-11-12,2008,tv-g,85 min,85,min,the cheetah girls are off to india to land a spot in a bollywood musical.
ds1267,movie,the christmas star,alan shapiro,"edward asner, rené auberjonois, jim metzler, susan tyrrell, karen landry, alan north","canada, united states",2019-11-12,1986,tv-g,94 min,94,min,a counterfeiter finds the true meaning of christmas.
ds1268,movie,the chronicles of narnia: prince caspian,andrew adamson,"georgie henley, skandar keynes, william moseley, anna popplewell, ben barnes, peter dinklage","united states, poland, slovenia, czech republic, united kingdom",2019-11-12,2008,pg,154 min,154,min,the pevensie siblings return to lead the narnians on a remarkable journey.
ds1269,movie,"the chronicles of narnia: the lion, the witch and the wardrobe",andrew adamson,"georgie henley, skandar keynes, william moseley, anna popplewell, tilda swinton, james mcavoy","united kingdom, united states",2019-11-12,2005,pg,147 min,147,min,four siblings enter a magical land and help its inhabitants defeat a witch.
ds1270,movie,the color of friendship,kevin hooks,"carl lumbly, penny johnson, shadia simmons, anthony burnett, travis davis, lindsey haun","canada, united states",2019-11-12,2000,tv-g,83 min,83,min,two girls from different backgrounds learn the true color of friendship.
ds1271,movie,the computer wore tennis shoes,robert butler,"kurt russell, cesar romero, joe flynn, william schallert, alan hewitt, richard bakalyan",united states,2019-11-12,1969,g,90 min,90,min,a student turns genius when he absorbs the knowledge stored in a computer.
ds1272,movie,the country bears,peter hastings,"christopher walken, stephen tobolowsky, daryl mitchell, m.c. gainey, diedrich bader, alex rocco",united states,2019-11-12,2002,g,91 min,91,min,the country bears aim to save the venue that made them famous.
ds1273,movie,the emperor's new groove,mark dindal,"david spade, john goodman, eartha kitt, patrick warburton, wendie malick, eli linnetz",united states,2019-11-12,2000,g,82 min,82,min,a selfish emperor learns a lesson in humility when he is turned into a llama.
ds1274,movie,the even stevens movie,sean mcnamara,"shia labeouf, christy romano, tom virtue, nick spano, steven lawrence, a.j. trauth",united states,2019-11-12,2003,tv-g,94 min,94,min,an all-expenses-paid vacation ends up costing the stevens their sanity.
ds1275,movie,the flood,brad bestelink,angela bassett,united states,2019-11-12,2018,tv-pg,93 min,93,min,the okavango delta in botswana transforms from desert to water wonderland.
ds1276,movie,the fox and the hound,"art stevens, ted berman, richard rich","mickey rooney, kurt russell, pearl bailey, jack albertson, sandy duncan, jeanette nolan",united states,2019-11-12,1981,g,85 min,85,min,a little fox and a hound pup become unlikely friends.
ds1277,movie,the fox and the hound 2,jim kammerud,"reba mcentire, patrick swayze, jonah bobo, harrison fahn, jeff foxworthy, vicki lawrence",united states,2019-11-12,2006,g,73 min,73,min,tod and copper's friendship is put to the test.
ds1278,movie,the game plan,andy fickman,"dwayne johnson, kyra sedgwick, morris chestnut, roselyn sanchez, madison pettis, gordon clapp",united states,2019-11-12,2007,pg,112 min,112,min,a superstar quarterback meets the daughter he never knew existed.
ds1279,movie,the ghosts of buxley hall,bruce bilson,"dick o'neill, victor french, louise latham, rad daly, monte markham, ruta lee",united states,2019-11-12,1980,tv-pg,93 min,93,min,ghosts inhabiting a cash-strapped academy enlist the help of a shy cadet.
ds1280,movie,the goddess of spring,wilfred jackson,,united states,2019-11-12,1934,tv-y7,10 min,10,min,"the goddess of spring is kidnapped, bringing about the winter season. see details for advisory."
ds1281,movie,the golden touch,walt disney,,united states,2019-11-12,1935,tv-y7,11 min,11,min,a fable of a king whose touch turns everything to gold. see details for advisory.
ds1282,movie,the good dinosaur,peter sohn,"jeffrey wright, frances mcdormand, maleah padilla, ryan teeple, jack mcgraw, marcus scribner",united states,2019-11-12,2015,pg,94 min,94,min,a dinosaur named arlo makes an unlikely friend during his journey home.
ds1283,movie,the great muppet caper,jim henson,"jim henson, frank oz, dave goelz, jerry nelson, richard hunt, charles grodin","united kingdom, united states",2019-11-12,1981,g,98 min,98,min,kermit and the gang investigate when miss piggy is framed for burglary.
ds1284,movie,the greatest game ever played,bill paxton,"shia labeouf, stephen dillane, peter firth, elias koteas, stephen marcus, josh flitter","united states, canada",2019-11-12,2005,pg,122 min,122,min,"the story of francis ouimet, the first amateur to win the u.s. open."
ds1285,movie,the haunted mansion,rob minkoff,"eddie murphy, terence stamp, nathaniel parker, marsha thomason, jennifer tilly, wallace shawn",united states,2019-11-12,2003,pg,89 min,89,min,"a family comes face-to-face with 999 grim, grinning ghosts in creepy old gracey manor."
ds1286,movie,the hockey champ,jack king,,united states,2019-11-12,1939,tv-g,9 min,9,min,donald and his nephews play hockey. see details for advisory.
ds1287,movie,the hunchback of notre dame,"gary trousdale, kirk wise","tom hulce, demi moore, tony jay, kevin kline, paul kandel, jason alexander","united states, france",2019-11-12,1996,g,96 min,96,min,quasi leaves his tower in notre dame to help a kind and beautiful gypsy.
ds1288,movie,the hunchback of notre dame ii,bradley raymond,"jason alexander, jennifer hewitt, tom hulce, paul kandel, charles kimbrough, kevin kline",united states,2019-11-12,2002,g,69 min,69,min,it's quasimodo's turn to look past appearances when seeking true love.
ds1289,tv show,the imagineering story,,,united states,2019-11-12,2019,tv-pg,1 season,1,season,creating happiness takes a strong blend of imagination and engineering - known as imagineering.
ds1290,movie,the incredible journey,fletcher markle,"émile genest, john drainie, tommy tweed, sandra scott, syme jago, marion finlayson","canada, united states",2019-11-12,1963,g,80 min,80,min,two dogs and a cat traverse the canadian frontier to find their way home.
ds1291,movie,the incredibles,brad bird,"craig nelson, holly hunter, samuel jackson, jason lee, dominique louis, teddy newton",united states,2019-11-12,2004,pg,116 min,116,min,"a family of supers, forced to adopt civilian lives, returns to action."
ds1292,movie,the journey of natty gann,jeremy kagan,"meredith salenger, john cusack, ray wise, lainie kazan, scatman crothers, barry miller",united states,2019-11-12,1985,pg,101 min,101,min,a brave young girl embarks on a cross-country search for her father.
ds1293,movie,the jungle book 2,steve trenbirth,"john goodman, haley osment, mae whitman, connor funk, bob joles, tony jay","united states, australia",2019-11-12,2003,g,77 min,77,min,mowgli must decide whether to live in the village or return to the jungle.
ds1294,movie,the jungle book: mowgli's story,nick marck,"brandon baker, sherman howard, clancy brown, peri gilpin, wallace shawn, stephen tobolowsky",united states,2019-11-12,1998,g,77 min,77,min,mowgli reflects on his childhood jungle adventures.
ds1295,movie,the legend of mor'du,brian larsen,"julie walters, steve purcell, callum o'neill",united states,2019-11-12,2012,tv-g,8 min,8,min,a prince seeks control of a kingdom from his brothers through magic.
ds1296,movie,the lion king 1 1/2,bradley raymond,"nathan lane, ernie sabella, julie kavner, jerry stiller, matthew broderick, robert guillaume","australia, united states",2019-11-12,2004,g,80 min,80,min,timon and pumbaa reveal how they helped simba save the serengeti.
ds1297,movie,the lion king 2: simba's pride,darrell rooney,"matthew broderick, neve campbell, andy dick, robert guillaume, james jones, moira kelly","united states, australia",2019-11-12,1998,g,84 min,84,min,simba's strong-willed daughter befriends the heir to scar's pride.
ds1298,movie,the little mermaid,"ron clements, john musker","rené auberjonois, christopher barnes, jodi benson, pat carroll, paddi edwards, buddy hackett",united states,2019-11-12,1989,g,86 min,86,min,dive into disney fun with ariel in the little mermaid.
ds1299,movie,the little mermaid ii:  return to the sea,jim kammerud,"jodi benson, samuel wright, tara charendoff, pat carroll, buddy hackett, kenneth mars","united states, canada, australia, taiwan",2019-11-12,2000,g,77 min,77,min,return to the sea with the little mermaid’s daughter.
ds1300,movie,the little mermaid:  ariel's beginning,peggy holmes,"jodi benson, samuel wright, jim cummings, sally field, tara strong, jennifer hale",united states,2019-11-12,2008,g,79 min,79,min,"long before prince eric, ariel faces a choice between family and music."
ds1301,movie,the little whirlwind,riley thomas,"walt disney, thelma boardman",united states,2019-11-12,1941,tv-y7,9 min,9,min,mickey tries to clean minnie's yard despite a playful whirlwind. see details for advisory.
ds1302,movie,the living desert,james algar,winston hibler,united states,2019-11-12,1953,g,69 min,69,min,the desert teems with vitality in this true-life adventure.
ds1303,movie,the lizzie mcguire movie,jim fall,"hilary duff, adam lamberg, robert carradine, hallie todd, jake thomas, yani gellman",united states,2019-11-12,2003,pg,95 min,95,min,lizzie mcguire and her pals go on a class trip to italy.
ds1304,movie,the lost tomb of alexander the great,duncan singh,matt mcfetridge,united kingdom,2019-11-12,2019,tv-pg,44 min,44,min,an archaeologist on the hunt for alexander the great’s lost tomb makes an extraordinary discovery.
ds1305,movie,the love bug (1969),robert stevenson,"dean jones, michele lee, david tomlinson, buddy hackett, joe flynn, benson fong",united states,2019-11-12,1969,g,108 min,108,min,a down-on-his-luck race car driver teams up with a little vw bug that has a mind of its own.
ds1306,movie,the many adventures of winnie the pooh,"wolfgang reitherman, john lounsbery","sebastian cabot, junius matthews, barbara luddy, howard morris, john fiedler, ralph wright",united states,2019-11-12,1977,tv-y,75 min,75,min,experience the magical tales of pooh and his hundred acre wood friends.
ds1307,movie,the million dollar duck,vincent mceveety,"dean jones, sandy duncan, joe flynn, tony roberts, james gregory, lee montgomery",united states,2019-11-12,1971,g,93 min,93,min,a research scientist discovers his lab duck now lays golden eggs.
ds1308,movie,the mistle-tones,paul hoen,"tia mowry, jonathan moore, andy gala, megan duffy, jason rogel, tammy townsend",united states,2019-11-12,2012,tv-pg,87 min,87,min,holly forms a christmas singing group to compete with a harsh rival.
ds1309,movie,the muppet christmas carol,brian henson,"michael caine, steve whitmire, frank oz, dave goelz, jerry nelson, david rudman","united states, united kingdom",2019-11-12,1992,g,87 min,87,min,the muppets present their own touching rendition of charles dickens' classic tale.
ds1310,movie,the muppet movie,james frawley,"jim henson, frank oz, jerry nelson, richard hunt, dave goelz, charles durning","united kingdom, united states",2019-11-12,1979,g,95 min,95,min,"on his way to hollywood, kermit dodges a villain eager to serve him up as fried frog-legs."
ds1311,movie,the muppets,james bobin,"jason segel, amy adams, chris cooper, rashida jones, steve whitmire, eric jacobson",united states,2019-11-12,2011,pg,108 min,108,min,the muppets' biggest fan reunites the gang to save their beloved theater.
ds1312,tv show,the muppets (series),,"bill barretta, dave goelz, eric jacobson, peter linz, david rudman, matt vogel",united states,2019-11-12,2015,tv-pg,1 season,1,season,"""the muppets"" return with a documentary-style show."
ds1313,tv show,the new adventures of winnie the pooh,,"jim cummings, paul winchell, john fiedler, ken sansome, tim hoskins, patty paris",united states,2019-11-12,1988,tv-y,4 seasons,4,seasons,the stories of winnie the pooh and friends.
ds1314,movie,the old mill,wilfred jackson,,united states,2019-11-12,1937,tv-y7,9 min,9,min,animals try to stay safe and dry in an old mill. see details for advisory.
ds1315,movie,the olympic champ,jack kinney,,united states,2019-11-12,1942,tv-g,7 min,7,min,goofy demonstrates olympic events to the narration of their history. see details for advisory.
ds1316,movie,the parent trap,nancy meyers,"dennis quaid, natasha richardson, lisa walter, elaine hendrix, simon kunz, ronnie stevens","united states, united kingdom",2019-11-12,1998,pg,129 min,129,min,identical twins scheme to switch places and reunite their divorced parents.
ds1317,movie,the parent trap (1961),david swift,"hayley mills, maureen o'hara, brian keith, charlie ruggles, una merkel, leo carroll",united states,2019-11-12,1961,g,129 min,129,min,"twins separated at birth reunite, then switch places to try and get their parents back together."
ds1318,movie,the pied piper,wilfred jackson,,united states,2019-11-12,1933,tv-g,8 min,8,min,the pied piper lures the children out of town. see details for advisory.
ds1319,movie,the plausible impossible (disneyland: 1954-58),"wilfred jackson, william beaudine",walt disney,united states,2019-11-12,1956,tv-pg,52 min,52,min,walt disney explains some of the techniques of animation. see details for advisory.
ds1320,movie,the poof point,neal israel,"tahj mowry, dawnn lewis, raquel lee, mark curry, bruce newbold, jan felt",united states,2019-11-12,2001,tv-g,80 min,80,min,eddie and marie’s parents invent a machine that makes them younger.
ds1321,movie,the prince and the pauper,don chaffey,"guy williams, laurence naismith, donald houston, sean scully, niall macginnis, geoffrey keen",united kingdom,2019-11-12,1962,g,94 min,94,min,"after meeting his lookalike, a prince trades places with a pauper. see details for advisory."
ds1322,movie,the princess and the frog,"john musker, ron clements","anika rose, bruno campos, keith david, michael-leon wooley, jennifer cody, jim cummings",united states,2019-11-12,2009,g,99 min,99,min,a fateful kiss with a frog sends tiana on a mystical bayou adventure.
ds1323,movie,the princess diaries,garry marshall,"anne hathaway, heather matarazzo, hector elizondo, mandy moore, caroline goodall, robert schwartzman","united states, united kingdom",2019-11-12,2001,g,116 min,116,min,a teenager discovers that she is the princess of a small european country.
ds1324,movie,the princess diaries 2: royal engagement,garry marshall,"anne hathaway, heather matarazzo, john rhys-davies, chris pine, callum blue, kathleen marshall",united states,2019-11-12,2004,g,114 min,114,min,princess mia has 30 days to find a husband... or she can't become queen.
ds1325,movie,the proud family movie,bruce smith,"tommy davidson, kyla pratt, paula parker, jo payton, orlando brown, soleil frye",united states,2019-11-12,2005,tv-g,95 min,95,min,penny's boring family vacation becomes a mysterious island adventure.
ds1326,movie,the reluctant dragon,alfred werker,"robert benchley, gerald mohr, alan ladd, florence gill, frances gifford, buddy pepper",united states,2019-11-12,1941,g,74 min,74,min,robert benchley gives a behind-the-scenes look at how animation is created.
ds1327,tv show,the replacements,,"nancy cartwright, grey delisle, kath soucie, daran norris, david mccallum, jeff bennett",united states,2019-11-12,2006,tv-g,1 season,1,season,"riley and todd, can replace any adult in their life by making a simple call to the fleemco company."
ds1328,movie,the rescuers,"wolfgang reitherman, john lounsbery, art stevens","bob newhart, eva gabor, geraldine page, joe flynn, jeanette nolan, pat buttram",united states,2019-11-12,1977,g,78 min,78,min,two mice rush to help an orphan girl in the clutches of an evil woman.
ds1329,movie,the rescuers down under,"hendel butoy, mike gabriel","bob newhart, eva gabor, john candy, tristan rogers, adam ryen, wayne robson",united states,2019-11-12,1990,g,78 min,78,min,bernard and bianca race to australia to save a boy from a vile poacher.
ds1330,movie,the rookie,john hancock,"dennis quaid, rachel griffiths, jay hernandez, beth grant, angus jones, brian cox",united states,2019-11-12,2002,g,129 min,129,min,a high school baseball coach gets a second chance as a big-league pitcher.
ds1331,movie,the santa clause,john pasquin,"tim allen, judge reinhold, wendy crewson, eric lloyd, david krumholtz, larry brandenburg","united states, canada",2019-11-12,1994,pg,98 min,98,min,a bizarre twist of fate transforms a divorced dad into the new santa.
ds1332,movie,the santa clause 2,michael lembeck,"tim allen, judge reinhold, wendy crewson, elizabeth mitchell, david krumholtz, eric lloyd","united states, canada",2019-11-12,2002,g,106 min,106,min,scott calvin must get married by christmas eve or lose his title as santa.
ds1333,movie,the santa clause 3: the escape clause,michael lembeck,"tim allen, elizabeth mitchell, judge reinhold, wendy crewson, ann-margret , eric lloyd","united states, canada",2019-11-12,2006,g,94 min,94,min,the holidays take a chaotic turn when jack frost puts a freeze on christmas.
ds1334,movie,the scream team,stuart gillard,"mark rendall, kat dennings, robert bockstael, eric idle, tommy davidson, gary reineke",united states,2019-11-12,2002,tv-pg,88 min,88,min,ian and claire carlyle discover that ghosts really do exist!
ds1335,movie,the secret of the magic gourd,"朱家欣 , 钟智行","劳奕嘉 , 朱祺隆 , 郭凯敏 , 郑嘉昊 , 孟谦 , 陈佩斯","china, hong kong, united states",2019-11-12,2009,g,84 min,84,min,a boy's world is turned upside down when he hooks a wish-granting gourd.
ds1336,movie,the shaggy d.a.,robert stevenson,"dean jones, tim conway, suzanne pleshette, keenan wynn, jo worley, dick van patten",united states,2019-11-12,1976,g,92 min,92,min,a district attorney candidate finds himself transformed into a sheepdog.
ds1337,movie,the shaggy dog,charles barton,"fred macmurray, jean hagen, tommy kirk, annette funicello, tim considine, kevin corcoran",united states,2019-11-12,1959,g,102 min,102,min,a magical ring transforms a teenager into a lumbering sheepdog.
ds1338,movie,the sign of zorro,"lewis foster, norman foster","guy williams, george lewis, gene sheldon, henry calvin, tony russo, john dehner",united states,2019-11-12,1960,g,90 min,90,min,don diego dons the mask of zorro to free his town from a dictator. see details for advisory.
ds1339,movie,the simple things,charles nichols,,united states,2019-11-12,1953,tv-g,8 min,8,min,mickey and pluto go fishing at the beach. see details for advisory.
ds1340,movie,the sound of music,robert wise,"julie andrews, christopher plummer, richard haydn, peggy wood, evadne baker, portia nelson",united states,2019-11-12,1965,g,175 min,175,min,a governess wins the hearts of many and leads the von trapp family to their 1938 flight to freedom.
ds1341,movie,the story of robin hood and his merrie men,ken annakin,"richard todd, joan rice, peter finch, james hayter, martita hunt, james justice",united kingdom,2019-11-12,1952,pg,84 min,84,min,prince john conspires to gain power when king richard leaves england.
ds1342,movie,the strongest man in the world,vincent mceveety,"kurt russell, joe flynn, eve arden, cesar romero, phil silvers, dick van patten",united states,2019-11-12,1975,g,92 min,92,min,a college science wiz gains super strength in a lab accident. see details for advisory.
ds1343,movie,the suite life movie,sean mcnamara,"cole sprouse, dylan sprouse, brenda song, debby ryan, matthew timmons, john ducey",united states,2019-11-12,2011,tv-g,81 min,81,min,zack and cody become truly connected after joining a twin research study.
ds1344,tv show,the suite life of zack & cody,,"cole sprouse, dylan sprouse, brenda song, ashley tisdale, phill lewis, kim rhodes",united states,2019-11-12,2004,tv-g,3 seasons,3,seasons,twin brothers zack and cody get to live with their single mom in boston's swankiest hotel.
ds1345,tv show,the suite life on deck,,"cole sprouse, dylan sprouse, brenda song, debby ryan, phill lewis",united states,2019-11-12,2008,tv-g,3 seasons,3,seasons,"zack and cody martin are aboard the ss tipton, a luxury passenger cruise liner."
ds1346,movie,the swap,jay karas,"peyton list, jacob bertrand, darrin rose, claire rankin, callan potter, jesse bostick",united states,2019-11-12,2016,tv-g,91 min,91,min,classmates ellie and jack unexplainably trigger a real-life body swap.
ds1347,movie,the thirteenth year,duwayne dunham,"chez starbuck, dave coulier, lisa sullivan, justin ross, courtnee draper, tim redwine",united states,2019-11-12,1999,tv-g,89 min,89,min,cody learns he can communicate with fish as he nears his 13th birthday.
ds1348,movie,the three caballeros,"norman ferguson, clyde geronimi, jack kinney","aurora miranda, carmen molina, sterling holloway, clarence nash, joaquin garay, jose oliveira",united states,2019-11-12,1945,g,72 min,72,min,magical gifts from his friends send donald on a musical journey. see details for advisory.
ds1349,movie,the three musketeers,stephen herek,"charlie sheen, kiefer sutherland, chris o'donnell, oliver platt, tim curry, rebecca de mornay","austria, united kingdom, united states",2019-11-12,1993,pg,106 min,106,min,three loyal swordsmen and an eager recruit unite to protect the king.
ds1350,movie,the tigger movie,jun falkenstein,"jim cummings, nikita hopkins, ken sansom, john fiedler, peter cullen, andre stojka","united states, japan",2019-11-12,2000,g,81 min,81,min,tigger goes looking through the hundred acre wood to find his family.
ds1351,movie,the tortoise and the hare,wilfred jackson,,united states,2019-11-12,1935,tv-g,9 min,9,min,"hare stops to show off, and the slower tortoise wins the race. see details for advisory."
ds1352,movie,the ugly dachshund,norman tokar,"dean jones, suzanne pleshette, charlie ruggles, kelly thordsen, parley baer, robert kino",united states,2019-11-12,1966,tv-g,93 min,93,min,the garrisons live with a great dane who thinks he's a dainty dachshund. see details for advisory.
ds1353,movie,the ugly duckling,jack cutting,,united states,2019-11-12,1939,tv-y7,9 min,9,min,a baby duckling is shunned by his family because he is different. see details for advisory.
ds1354,movie,the ultimate christmas present,greg beeman,"hallee hirsh, spencer breslin, hallie todd, brenda song, john salley, susan ruttan","canada, united states",2019-11-12,2000,tv-g,81 min,81,min,allie and sam lose control of santa's weather machine.
ds1355,movie,the vanishing prairie,james algar,winston hibler,united states,2019-11-12,1954,g,71 min,71,min,the story of the american prairie amidst the march of civilization.
ds1356,movie,the wild,steve williams,"kiefer sutherland, jim belushi, eddie izzard, janeane garofalo, william shatner, richard kind","canada, united states",2019-11-12,2006,g,86 min,86,min,"a band of animals escape from the zoo, into the wilds of new york city."
ds1357,movie,the wise little hen,wilfred jackson,"clarence nash, florence gill",united states,2019-11-12,1934,tv-g,8 min,8,min,donald duck learns that you must work for a harvest. see details for advisory.
ds1358,movie,the wizards return: alex vs. alex,victor gonzalez,"selena gomez, jake t. austin, jennifer stone, gregg sulkin, beau mirchoff, maria canals-barrera",united states,2019-11-12,2013,tv-g,59 min,59,min,alex creates a good and evil version of herself.
ds1359,tv show,the world according to jeff goldblum,,jeff goldblum,united states,2019-11-12,2019,tv-pg,2 seasons,2,seasons,jeff goldblum explores the fascinating science and history of deceptively familiar objects.
ds1360,movie,the young black stallion,simon wincer,"richard romanus, biana tamimi, patrick elyas, gerard rudolf, ali ameri, andries rossouw",united states,2019-11-12,2003,g,51 min,51,min,a girl risks her treasured black stallion to save her family home.
ds1361,movie,three blind mouseketeers,dave hand,"pinto colvig, billy bletcher",united states,2019-11-12,1936,tv-y7,9 min,9,min,captain katt sets traps for the three mouseketeers. see details for advisory.
ds1362,movie,three days,michael switzer,,united states,2019-11-12,2001,tv-g,93 min,93,min,an angel lets a man relive the days before his wife's death.
ds1363,movie,three little pigs,burt gillett,"billy bletcher, pinto colvig, dorothy compton, mary moder",united states,2019-11-12,1933,tv-y7,9 min,9,min,a disney telling of the three little pigs. see details for advisory.
ds1364,movie,three little wolves,dave hand,,united states,2019-11-12,1936,tv-y7,9 min,9,min,two frivolous pigs blow the wolf horn one too many times. see details for advisory.
ds1365,movie,three men and a baby,leonard nimoy,"tom selleck, steve guttenberg, ted danson, margaret colin, celeste holm, nancy travis","united states, france",2019-11-12,1987,pg,103 min,103,min,"handsome men trade wine, women and song for crib, pacifier and diaper."
ds1366,movie,three men and a little lady,emile ardolino,"tom selleck, steve guttenberg, ted danson, nancy travis, christopher cazenove, fiona shaw",united states,2019-11-12,1990,pg,104 min,104,min,"just as three doting fathers are getting the hang of parenthood, their daughter is taken from them."
ds1367,movie,thru the mirror,dave hand,"walt disney, marcelite garner, sonny dawson",united states,2019-11-12,1936,tv-g,10 min,10,min,mickey dreams he goes through his mirror to the other side. see details for advisory.
ds1368,movie,tiger cruise,duwayne dunham,"hayden panettiere, troy evans, bianca collins, nathaniel lee jr., nathaniel lee, mercedes colon",united states,2019-11-12,2004,tv-pg,88 min,88,min,"maddie dolan is tired of being labeled a “navy brat."""
ds1369,movie,tim burton’s the nightmare before christmas,henry selick,"danny elfman, chris sarandon, catherine o'hara, william hickey, glenn shadix, paul reubens",united states,2019-11-12,1993,pg,78 min,78,min,pumpkin king jack skellington tries to take over christmas.
ds1370,tv show,timon & pumbaa,,"quinton flynn, ernie sabella, jim cummings, nathan lane",united states,2019-11-12,1995,tv-y,3 seasons,3,seasons,"timon, a meerkat, and pumbaa, a warthog, join together for misadventures in the jungle."
ds1371,movie,tin toy,john lasseter,"tinny , billy",united states,2019-11-12,1988,tv-g,5 min,5,min,"a scared, tin toy realizes he really wants to play."
ds1372,movie,tinker bell,bradley raymond,"mae whitman, kristin chenoweth, raven-symoné , lucy liu, america ferrera, jane horrocks",united states,2019-11-12,2008,g,81 min,81,min,the story of disney's most famous fairy is finally revealed.
ds1373,movie,tinker bell and the great fairy rescue,bradley raymond,"mae whitman, lauren mote, michael sheen, pamela adlon, lucy liu, raven-symoné",united states,2019-11-12,2010,g,80 min,80,min,tink risks her own safety when she befriends a curious human girl.
ds1374,movie,tinker bell and the lost treasure,klay hall,"mae whitman, jesse mccartney, jane horrocks, lucy liu, raven-symoné , kristin chenoweth",united states,2019-11-12,2009,g,84 min,84,min,tink has to set things right when her temper puts pixie hollow in danger.
ds1375,movie,titanic: 20 years later with james cameron,thomas grane,"james cameron, bob ballard",united states,2019-11-12,2017,tv-pg,47 min,47,min,james cameron revisits his blockbuster film in light of new titanic research.
ds1376,movie,toby tortoise returns,wilfred jackson,,united states,2019-11-12,1936,tv-y7,8 min,8,min,max hare and toby tortoise are opponents in a boxing match. see details for advisory.
ds1377,movie,tom and huck,peter hewitt,"jonathan thomas, brad renfro, eric schweig, charles rocket, amy wright, michael mcshane",united states,2019-11-12,1995,pg,92 min,92,min,america's legendary teenage heroes tom and huck team-up to save a man from being wrongly accused.
ds1378,movie,toy story,john lasseter,"tom hanks, tim allen, don rickles, jim varney, wallace shawn, john ratzenberger",united states,2019-11-12,1995,g,83 min,83,min,"meet woody, buzz and the gang in an adventure full of humor and heart."
ds1379,movie,toy story 2,john lasseter,"tom hanks, tim allen, joan cusack, kelsey grammer, don rickles, jim varney",united states,2019-11-12,1999,g,93 min,93,min,"join woody, buzz, jessie and the gang to boldly rescue one of their own."
ds1380,movie,toy story 3,lee unkrich,"tom hanks, tim allen, joan cusack, don rickles, wallace shawn, john ratzenberger",united states,2019-11-12,2010,g,103 min,103,min,"woody, buzz and the gang return for more adventures with new friends."
ds1381,movie,toy story toons: hawaiian vacation,gary rydstrom,"tom hanks, tim allen, joan cusack, kristen schaal, wallace shawn, axel geddes",united states,2019-11-12,2011,g,6 min,6,min,ken and barbie get the vacation of their dreams.
ds1382,movie,toy story toons: partysaurus rex,mark walsh,"tom hanks, tim allen, wallace shawn, corey burton, tony cox, don fullilove",united states,2019-11-12,2012,g,9 min,9,min,rex throws an over-the-top bath time bash!
ds1383,movie,toy story toons: small fry,angus maclane,"tom hanks, tim allen, john ratzenberger, wallace shawn, joan cusack, estelle harris",united states,2019-11-12,2011,g,10 min,10,min,buzz is replaced by a miniature version of himself.
